Algorithm,Problem,ExecutionId,IndicatorName,IndicatorValue
NSGAII surrogate iSOUPTR 20%,ZDT1,9,EP,-0.191358736079228
NSGAII surrogate iSOUPTR 20%,ZDT1,9,HV,1.824948497579006
NSGAII surrogate iSOUPTR 20%,ZDT1,0,Time,21.374475240707397
NSGAII surrogate iSOUPTR 20%,ZDT1,1,Time,21.6595721244812
NSGAII surrogate iSOUPTR 20%,ZDT1,2,Time,21.622556686401367
NSGAII surrogate iSOUPTR 20%,ZDT1,3,Time,20.444226026535034
NSGAII surrogate iSOUPTR 20%,ZDT1,4,Time,21.739053964614868
NSGAII surrogate iSOUPTR 20%,ZDT1,5,Time,21.524502754211426
NSGAII surrogate iSOUPTR 20%,ZDT1,6,Time,22.32242584228516
NSGAII surrogate iSOUPTR 20%,ZDT1,7,Time,21.588374853134155
NSGAII surrogate iSOUPTR 20%,ZDT1,8,Time,21.4684476852417
NSGAII surrogate iSOUPTR 20%,ZDT1,9,Time,21.74341416358948
NSGAII surrogate iSOUPTR 30%,ZDT1,0,EP,0.08049726098500165
NSGAII surrogate iSOUPTR 30%,ZDT1,0,HV,0.7487974864921467
NSGAII surrogate iSOUPTR 30%,ZDT1,1,EP,0.06678870457571973
NSGAII surrogate iSOUPTR 30%,ZDT1,1,HV,0.8578098318359831
NSGAII surrogate iSOUPTR 30%,ZDT1,2,EP,0.08574805912828393
NSGAII surrogate iSOUPTR 30%,ZDT1,2,HV,0.8000758616276152
NSGAII surrogate iSOUPTR 30%,ZDT1,3,EP,0.10224289564769456
NSGAII surrogate iSOUPTR 30%,ZDT1,3,HV,0.7554176196062954
NSGAII surrogate iSOUPTR 30%,ZDT1,4,EP,0.0842571555080498
NSGAII surrogate iSOUPTR 30%,ZDT1,4,HV,0.7455127210300829
NSGAII surrogate iSOUPTR 30%,ZDT1,5,EP,0.0711216928404158
NSGAII surrogate iSOUPTR 30%,ZDT1,5,HV,0.919136129759768
NSGAII surrogate iSOUPTR 30%,ZDT1,6,EP,0.0891540202352373
NSGAII surrogate iSOUPTR 30%,ZDT1,6,HV,0.7440927364892841
NSGAII surrogate iSOUPTR 30%,ZDT1,7,EP,0.07805121605531781
NSGAII surrogate iSOUPTR 30%,ZDT1,7,HV,0.750247784618133
NSGAII surrogate iSOUPTR 30%,ZDT1,8,EP,-0.09386252500076417
NSGAII surrogate iSOUPTR 30%,ZDT1,8,HV,1.318695349031718
NSGAII surrogate iSOUPTR 30%,ZDT1,9,EP,0.10524562298387752
NSGAII surrogate iSOUPTR 30%,ZDT1,9,HV,0.7399701389918852
NSGAII surrogate iSOUPTR 30%,ZDT1,0,Time,23.64765882492065
NSGAII surrogate iSOUPTR 30%,ZDT1,1,Time,23.682451248168945
NSGAII surrogate iSOUPTR 30%,ZDT1,2,Time,24.0625901222229
NSGAII surrogate iSOUPTR 30%,ZDT1,3,Time,22.5474910736084
NSGAII surrogate iSOUPTR 30%,ZDT1,4,Time,23.50654649734497
NSGAII surrogate iSOUPTR 30%,ZDT1,5,Time,23.68970537185669
NSGAII surrogate iSOUPTR 30%,ZDT1,6,Time,24.71554136276245
NSGAII surrogate iSOUPTR 30%,ZDT1,7,Time,23.11460566520691
NSGAII surrogate iSOUPTR 30%,ZDT1,8,Time,22.59656643867493
NSGAII surrogate iSOUPTR 30%,ZDT1,9,Time,22.308741569519047
NSGAII surrogate LSTM 10%,ZDT1,0,EP,0.04307453208461876
NSGAII surrogate LSTM 10%,ZDT1,0,HV,0.9108842266425292
NSGAII surrogate LSTM 10%,ZDT1,1,EP,0.10973163738410152
NSGAII surrogate LSTM 10%,ZDT1,1,HV,0.7335412600426844
NSGAII surrogate LSTM 10%,ZDT1,2,EP,0.08966544697172317
NSGAII surrogate LSTM 10%,ZDT1,2,HV,0.8049250735079834
NSGAII surrogate LSTM 10%,ZDT1,3,EP,0.08615851664471286
NSGAII surrogate LSTM 10%,ZDT1,3,HV,0.8505560251377595
NSGAII surrogate LSTM 10%,ZDT1,4,EP,-0.07491960261739082
NSGAII surrogate LSTM 10%,ZDT1,4,HV,1.2731922411158794
NSGAII surrogate LSTM 10%,ZDT1,5,EP,-0.01710909584638487
NSGAII surrogate LSTM 10%,ZDT1,5,HV,1.0298431572688964
NSGAII surrogate LSTM 10%,ZDT1,6,EP,0.030143761141739774
NSGAII surrogate LSTM 10%,ZDT1,6,HV,0.9232556684351492
NSGAII surrogate LSTM 10%,ZDT1,7,EP,0.08042935076040536
NSGAII surrogate LSTM 10%,ZDT1,7,HV,0.8301959239559086
NSGAII surrogate LSTM 10%,ZDT1,8,EP,0.1042292038027941
NSGAII surrogate LSTM 10%,ZDT1,8,HV,0.8846943778175845
NSGAII surrogate LSTM 10%,ZDT1,9,EP,0.10801213914584257
NSGAII surrogate LSTM 10%,ZDT1,9,HV,0.767735095458753
NSGAII surrogate LSTM 10%,ZDT1,0,Time,25.489267587661747
NSGAII surrogate LSTM 10%,ZDT1,1,Time,23.30292725563049
NSGAII surrogate LSTM 10%,ZDT1,2,Time,22.93595290184021
NSGAII surrogate LSTM 10%,ZDT1,3,Time,23.25096583366394
NSGAII surrogate LSTM 10%,ZDT1,4,Time,23.21272563934326
NSGAII surrogate LSTM 10%,ZDT1,5,Time,23.50729179382324
NSGAII surrogate LSTM 10%,ZDT1,6,Time,23.16327810287476
NSGAII surrogate LSTM 10%,ZDT1,7,Time,23.25230646133423
NSGAII surrogate LSTM 10%,ZDT1,8,Time,23.442543268203732
NSGAII surrogate LSTM 10%,ZDT1,9,Time,23.61603832244873
NSGAII surrogate LSTM 20%,ZDT1,0,EP,0.0787047456551383
NSGAII surrogate LSTM 20%,ZDT1,0,HV,0.7688160245475812
NSGAII surrogate LSTM 20%,ZDT1,1,EP,0.0629244911161021
NSGAII surrogate LSTM 20%,ZDT1,1,HV,0.8704549859658499
NSGAII surrogate LSTM 20%,ZDT1,2,EP,0.05932970780118025
NSGAII surrogate LSTM 20%,ZDT1,2,HV,0.7937871943935128
NSGAII surrogate LSTM 20%,ZDT1,3,EP,0.09252919072034503
NSGAII surrogate LSTM 20%,ZDT1,3,HV,0.7802995355492737
NSGAII surrogate LSTM 20%,ZDT1,4,EP,0.08583180170501747
NSGAII surrogate LSTM 20%,ZDT1,4,HV,0.7676918957684029
NSGAII surrogate LSTM 20%,ZDT1,5,EP,0.07836077877154679
NSGAII surrogate LSTM 20%,ZDT1,5,HV,0.7887290037727458
NSGAII surrogate LSTM 20%,ZDT1,6,EP,0.06707988076020066
NSGAII surrogate LSTM 20%,ZDT1,6,HV,0.8100598049414302
NSGAII surrogate LSTM 20%,ZDT1,7,EP,0.07069321302086072
NSGAII surrogate LSTM 20%,ZDT1,7,HV,0.8165112956833646
NSGAII surrogate LSTM 20%,ZDT1,8,EP,0.05743380673373227
NSGAII surrogate LSTM 20%,ZDT1,8,HV,0.8207053195412294
NSGAII surrogate LSTM 20%,ZDT1,9,EP,0.08753984041384634
NSGAII surrogate LSTM 20%,ZDT1,9,HV,0.7781034619585058
NSGAII surrogate LSTM 20%,ZDT1,0,Time,20.0909960269928
NSGAII surrogate LSTM 20%,ZDT1,1,Time,19.578474044799805
NSGAII surrogate LSTM 20%,ZDT1,2,Time,20.11242270469665
NSGAII surrogate LSTM 20%,ZDT1,3,Time,20.587612628936764
NSGAII surrogate LSTM 20%,ZDT1,4,Time,20.844606876373287
NSGAII surrogate LSTM 20%,ZDT1,5,Time,20.137245893478394
NSGAII surrogate LSTM 20%,ZDT1,6,Time,20.14935302734375
NSGAII surrogate LSTM 20%,ZDT1,7,Time,20.93166446685791
NSGAII surrogate LSTM 20%,ZDT1,8,Time,20.097206115722656
NSGAII surrogate LSTM 20%,ZDT1,9,Time,20.322657585144047
NSGAII surrogate LSTM 30%,ZDT1,0,EP,0.08530859137127539
NSGAII surrogate LSTM 30%,ZDT1,0,HV,0.7652959556235961
NSGAII surrogate LSTM 30%,ZDT1,1,EP,0.0856455708587659
NSGAII surrogate LSTM 30%,ZDT1,1,HV,0.7555671500036601
NSGAII surrogate LSTM 30%,ZDT1,2,EP,0.05142239059800519
NSGAII surrogate LSTM 30%,ZDT1,2,HV,0.8150386822488089
NSGAII surrogate LSTM 30%,ZDT1,3,EP,0.07514727387058172
NSGAII surrogate LSTM 30%,ZDT1,3,HV,0.768450270547014
NSGAII surrogate LSTM 30%,ZDT1,4,EP,0.0741591017180629
NSGAII surrogate LSTM 30%,ZDT1,4,HV,0.7922206672521755
NSGAII surrogate LSTM 30%,ZDT1,5,EP,0.07408990292102924
NSGAII surrogate LSTM 30%,ZDT1,5,HV,0.8442871350653528
NSGAII surrogate LSTM 30%,ZDT1,6,EP,0.07606942272401471
NSGAII surrogate LSTM 30%,ZDT1,6,HV,0.7716846191923293
NSGAII surrogate LSTM 30%,ZDT1,7,EP,0.05816373110324781
NSGAII surrogate LSTM 30%,ZDT1,7,HV,0.8374405538520319
NSGAII surrogate LSTM 30%,ZDT1,8,EP,0.07439255602445005
NSGAII surrogate LSTM 30%,ZDT1,8,HV,0.7899604977478359
NSGAII surrogate LSTM 30%,ZDT1,9,EP,0.09052844475786466
NSGAII surrogate LSTM 30%,ZDT1,9,HV,0.7746028466650601
NSGAII surrogate LSTM 30%,ZDT1,0,Time,20.411450624465946
NSGAII surrogate LSTM 30%,ZDT1,1,Time,20.319826602935787
NSGAII surrogate LSTM 30%,ZDT1,2,Time,19.860287189483646
NSGAII surrogate LSTM 30%,ZDT1,3,Time,20.55745959281921
NSGAII surrogate LSTM 30%,ZDT1,4,Time,20.102821588516235
NSGAII surrogate LSTM 30%,ZDT1,5,Time,20.322464466094967
NSGAII surrogate LSTM 30%,ZDT1,6,Time,21.098430395126343
NSGAII surrogate LSTM 30%,ZDT1,7,Time,20.382432222366333
NSGAII surrogate LSTM 30%,ZDT1,8,Time,21.18703365325928
NSGAII surrogate LSTM 30%,ZDT1,9,Time,21.43334412574768
NSGAII surrogate MOLMLP 10%,ZDT1,0,EP,-0.0189449315988548
NSGAII surrogate MOLMLP 10%,ZDT1,0,HV,1.2412020094638463
NSGAII surrogate MOLMLP 10%,ZDT1,1,EP,-0.11718526781948002
NSGAII surrogate MOLMLP 10%,ZDT1,1,HV,1.6557837255672772
NSGAII surrogate MOLMLP 10%,ZDT1,2,EP,0.08700014102642363
NSGAII surrogate MOLMLP 10%,ZDT1,2,HV,0.963780922207344
NSGAII surrogate MOLMLP 10%,ZDT1,3,EP,-0.06623597557309785
NSGAII surrogate MOLMLP 10%,ZDT1,3,HV,1.4377502599024077
NSGAII surrogate MOLMLP 10%,ZDT1,4,EP,-0.0694345262905045
NSGAII surrogate MOLMLP 10%,ZDT1,4,HV,1.574194224055615
NSGAII surrogate MOLMLP 10%,ZDT1,5,EP,0.041258107468246034
NSGAII surrogate MOLMLP 10%,ZDT1,5,HV,2.2350303095600834
NSGAII surrogate MOLMLP 10%,ZDT1,6,EP,0.051906822289230825
NSGAII surrogate MOLMLP 10%,ZDT1,6,HV,1.1857622653315592
NSGAII surrogate MOLMLP 10%,ZDT1,7,EP,-0.025593169014122674
NSGAII surrogate MOLMLP 10%,ZDT1,7,HV,1.6349774494985498
NSGAII surrogate MOLMLP 10%,ZDT1,8,EP,-0.009715812850337973
NSGAII surrogate MOLMLP 10%,ZDT1,8,HV,1.5041697627122517
NSGAII surrogate MOLMLP 10%,ZDT1,9,EP,-0.04903217851810171
NSGAII surrogate MOLMLP 10%,ZDT1,9,HV,1.1427908005934593
NSGAII surrogate MOLMLP 10%,ZDT1,0,Time,13.438676357269287
NSGAII surrogate MOLMLP 10%,ZDT1,1,Time,13.60094404220581
NSGAII surrogate MOLMLP 10%,ZDT1,2,Time,13.692683458328247
NSGAII surrogate MOLMLP 10%,ZDT1,3,Time,13.728307723999025
NSGAII surrogate MOLMLP 10%,ZDT1,4,Time,13.921626806259155
NSGAII surrogate MOLMLP 10%,ZDT1,5,Time,13.716144323348999
NSGAII surrogate MOLMLP 10%,ZDT1,6,Time,13.976223468780518
NSGAII surrogate MOLMLP 10%,ZDT1,7,Time,13.934257984161375
NSGAII surrogate MOLMLP 10%,ZDT1,8,Time,13.914199352264404
NSGAII surrogate MOLMLP 10%,ZDT1,9,Time,14.021305322647095
NSGAII surrogate MOLMLP 20%,ZDT1,0,EP,0.08696895965451779
NSGAII surrogate MOLMLP 20%,ZDT1,0,HV,1.17620151025691
NSGAII surrogate MOLMLP 20%,ZDT1,1,EP,0.03709877363364367
NSGAII surrogate MOLMLP 20%,ZDT1,1,HV,0.9470995279536358
NSGAII surrogate MOLMLP 20%,ZDT1,2,EP,0.09404444770752096
NSGAII surrogate MOLMLP 20%,ZDT1,2,HV,0.8587398097434344
NSGAII surrogate MOLMLP 20%,ZDT1,3,EP,0.06988758862694089
NSGAII surrogate MOLMLP 20%,ZDT1,3,HV,0.9145080435130364
NSGAII surrogate MOLMLP 20%,ZDT1,4,EP,0.016676838570123476
NSGAII surrogate MOLMLP 20%,ZDT1,4,HV,1.0553622453733609
NSGAII surrogate MOLMLP 20%,ZDT1,5,EP,0.0815889662638404
NSGAII surrogate MOLMLP 20%,ZDT1,5,HV,0.8388097331933165
NSGAII surrogate MOLMLP 20%,ZDT1,6,EP,0.040088019929788665
NSGAII surrogate MOLMLP 20%,ZDT1,6,HV,1.0156802476776832
NSGAII surrogate MOLMLP 20%,ZDT1,7,EP,0.04681241944086967
NSGAII surrogate MOLMLP 20%,ZDT1,7,HV,0.9384288283632148
NSGAII surrogate MOLMLP 20%,ZDT1,8,EP,0.062136132650495675
NSGAII surrogate MOLMLP 20%,ZDT1,8,HV,0.8969829978259206
NSGAII surrogate MOLMLP 20%,ZDT1,9,EP,0.07774756253912338
NSGAII surrogate MOLMLP 20%,ZDT1,9,HV,0.8943233665134005
NSGAII surrogate MOLMLP 20%,ZDT1,0,Time,13.450357913970947
NSGAII surrogate MOLMLP 20%,ZDT1,1,Time,13.218299627304075
NSGAII surrogate MOLMLP 20%,ZDT1,2,Time,13.406740427017212
NSGAII surrogate MOLMLP 20%,ZDT1,3,Time,13.755645036697388
NSGAII surrogate MOLMLP 20%,ZDT1,4,Time,13.637089490890505
NSGAII surrogate MOLMLP 20%,ZDT1,5,Time,13.385173797607422
NSGAII surrogate MOLMLP 20%,ZDT1,6,Time,13.401504516601562
NSGAII surrogate MOLMLP 20%,ZDT1,7,Time,14.307140350341795
NSGAII surrogate MOLMLP 20%,ZDT1,8,Time,13.520143270492554
NSGAII surrogate MOLMLP 20%,ZDT1,9,Time,13.669860363006592
NSGAII surrogate MOLMLP 30%,ZDT1,0,EP,0.05368498390529475
NSGAII surrogate MOLMLP 30%,ZDT1,0,HV,0.8632542833696938
NSGAII surrogate MOLMLP 30%,ZDT1,1,EP,0.05776382827798152
NSGAII surrogate MOLMLP 30%,ZDT1,1,HV,0.8454568793903041
NSGAII surrogate MOLMLP 30%,ZDT1,2,EP,0.06235314523028013
NSGAII surrogate MOLMLP 30%,ZDT1,2,HV,0.92027528472034
NSGAII surrogate MOLMLP 30%,ZDT1,3,EP,0.05227037044999466
NSGAII surrogate MOLMLP 30%,ZDT1,3,HV,0.8626709382565148
NSGAII surrogate MOLMLP 30%,ZDT1,4,EP,0.04645893184381389
NSGAII surrogate MOLMLP 30%,ZDT1,4,HV,0.8497017913627094
NSGAII surrogate MOLMLP 30%,ZDT1,5,EP,0.07467450483982763
NSGAII surrogate MOLMLP 30%,ZDT1,5,HV,0.8449539882053358
NSGAII surrogate MOLMLP 30%,ZDT1,6,EP,0.05713710501109592
NSGAII surrogate MOLMLP 30%,ZDT1,6,HV,0.924353155945265
NSGAII surrogate MOLMLP 30%,ZDT1,7,EP,0.06693534681602614
NSGAII surrogate MOLMLP 30%,ZDT1,7,HV,0.8203583028748397
NSGAII surrogate MOLMLP 30%,ZDT1,8,EP,0.06946878728936999
NSGAII surrogate MOLMLP 30%,ZDT1,8,HV,0.8046429996842248
NSGAII surrogate MOLMLP 30%,ZDT1,9,EP,0.05236716474872033
NSGAII surrogate MOLMLP 30%,ZDT1,9,HV,0.8567234848011657
NSGAII surrogate MOLMLP 30%,ZDT1,0,Time,13.237863779067993
NSGAII surrogate MOLMLP 30%,ZDT1,1,Time,13.36468768119812
NSGAII surrogate MOLMLP 30%,ZDT1,2,Time,13.194369554519653
NSGAII surrogate MOLMLP 30%,ZDT1,3,Time,13.424230337142944
NSGAII surrogate MOLMLP 30%,ZDT1,4,Time,13.43731951713562
NSGAII surrogate MOLMLP 30%,ZDT1,5,Time,14.015484809875488
NSGAII surrogate MOLMLP 30%,ZDT1,6,Time,14.222442388534546
NSGAII surrogate MOLMLP 30%,ZDT1,7,Time,13.578239917755127
NSGAII surrogate MOLMLP 30%,ZDT1,8,Time,13.55232310295105
NSGAII surrogate MOLMLP 30%,ZDT1,9,Time,13.56887912750244
NSGAII surrogate RC 10%,ZDT1,0,EP,0.06279385510531876
NSGAII surrogate RC 10%,ZDT1,0,HV,0.9814400538957804
NSGAII surrogate RC 10%,ZDT1,1,EP,-0.0007642716854455722
NSGAII surrogate RC 10%,ZDT1,1,HV,1.1600991016645683
NSGAII surrogate RC 10%,ZDT1,2,EP,0.01887004259323521
NSGAII surrogate RC 10%,ZDT1,2,HV,1.1885566298918593
NSGAII surrogate RC 10%,ZDT1,3,EP,0.052693130989370604
NSGAII surrogate RC 10%,ZDT1,3,HV,1.0955280705015038
NSGAII surrogate RC 10%,ZDT1,4,EP,0.03512651223445196
NSGAII surrogate RC 10%,ZDT1,4,HV,1.180629234201282
NSGAII surrogate RC 10%,ZDT1,5,EP,0.0619161591003376
NSGAII surrogate RC 10%,ZDT1,5,HV,0.987571127486719
NSGAII surrogate RC 10%,ZDT1,6,EP,0.015850838726611027
NSGAII surrogate RC 10%,ZDT1,6,HV,1.017691372297313
NSGAII surrogate RC 10%,ZDT1,7,EP,0.036415741290389006
NSGAII surrogate RC 10%,ZDT1,7,HV,1.0367943947599654
NSGAII surrogate RC 10%,ZDT1,8,EP,0.060788337877020975
NSGAII surrogate RC 10%,ZDT1,8,HV,1.1318071940669308
NSGAII surrogate RC 10%,ZDT1,9,EP,0.06683130460844289
NSGAII surrogate RC 10%,ZDT1,9,HV,0.947868641294996
NSGAII surrogate RC 10%,ZDT1,0,Time,12.905508518218994
NSGAII surrogate RC 10%,ZDT1,1,Time,12.924758672714233
NSGAII surrogate RC 10%,ZDT1,2,Time,12.82860803604126
NSGAII surrogate RC 10%,ZDT1,3,Time,13.47490906715393
NSGAII surrogate RC 10%,ZDT1,4,Time,13.208595275878904
NSGAII surrogate RC 10%,ZDT1,5,Time,13.764781713485718
NSGAII surrogate RC 10%,ZDT1,6,Time,13.261542558670044
NSGAII surrogate RC 10%,ZDT1,7,Time,13.293907403945925
NSGAII surrogate RC 10%,ZDT1,8,Time,13.131327152252195
NSGAII surrogate RC 10%,ZDT1,9,Time,13.417799472808838
NSGAII surrogate RC 20%,ZDT1,0,EP,0.07973355490966072
NSGAII surrogate RC 20%,ZDT1,0,HV,0.8877345309363471
NSGAII surrogate RC 20%,ZDT1,1,EP,0.07688247348754612
NSGAII surrogate RC 20%,ZDT1,1,HV,0.92844868088672
NSGAII surrogate RC 20%,ZDT1,2,EP,0.07964830969439851
NSGAII surrogate RC 20%,ZDT1,2,HV,0.9261303344252186
NSGAII surrogate RC 20%,ZDT1,3,EP,0.0609010069111352
NSGAII surrogate RC 20%,ZDT1,3,HV,0.9279072314822376
NSGAII surrogate RC 20%,ZDT1,4,EP,0.0693000630177773
NSGAII surrogate RC 20%,ZDT1,4,HV,0.9328867412056484
NSGAII surrogate RC 20%,ZDT1,5,EP,0.053992599959551114
NSGAII surrogate RC 20%,ZDT1,5,HV,0.9420912666845952
NSGAII surrogate RC 20%,ZDT1,6,EP,0.07452524320145504
NSGAII surrogate RC 20%,ZDT1,6,HV,0.8884636293977791
NSGAII surrogate RC 20%,ZDT1,7,EP,0.07853101351141367
NSGAII surrogate RC 20%,ZDT1,7,HV,0.9157617620857952
NSGAII surrogate RC 20%,ZDT1,8,EP,0.06082463507245318
NSGAII surrogate RC 20%,ZDT1,8,HV,0.9341873061922896
NSGAII surrogate RC 20%,ZDT1,9,EP,0.07644421381553372
NSGAII surrogate RC 20%,ZDT1,9,HV,0.9269194046561812
NSGAII surrogate RC 20%,ZDT1,0,Time,12.468149185180664
NSGAII surrogate RC 20%,ZDT1,1,Time,12.455166816711426
NSGAII surrogate RC 20%,ZDT1,2,Time,12.74949550628662
NSGAII surrogate RC 20%,ZDT1,3,Time,12.832576990127563
NSGAII surrogate RC 20%,ZDT1,4,Time,13.23173213005066
NSGAII surrogate RC 20%,ZDT1,5,Time,12.692662477493286
NSGAII surrogate RC 20%,ZDT1,6,Time,12.741987466812134
NSGAII surrogate RC 20%,ZDT1,7,Time,12.84713888168335
NSGAII surrogate RC 20%,ZDT1,8,Time,12.91382384300232
NSGAII surrogate RC 20%,ZDT1,9,Time,12.830159187316895
NSGAII surrogate RC 30%,ZDT1,0,EP,0.07633236439005242
NSGAII surrogate RC 30%,ZDT1,0,HV,0.9014448388999482
NSGAII surrogate RC 30%,ZDT1,1,EP,0.08338721512768177
NSGAII surrogate RC 30%,ZDT1,1,HV,0.9051193519392512
NSGAII surrogate RC 30%,ZDT1,2,EP,0.07463808290975299
NSGAII surrogate RC 30%,ZDT1,2,HV,0.9038597817014056
NSGAII surrogate RC 30%,ZDT1,3,EP,0.07942870163122351
NSGAII surrogate RC 30%,ZDT1,3,HV,0.9179936496540944
NSGAII surrogate RC 30%,ZDT1,4,EP,0.07515870103142472
NSGAII surrogate RC 30%,ZDT1,4,HV,0.8987736002299764
NSGAII surrogate RC 30%,ZDT1,5,EP,0.07887248649451112
NSGAII surrogate RC 30%,ZDT1,5,HV,0.8927383249312341
NSGAII surrogate RC 30%,ZDT1,6,EP,0.08026078764844967
NSGAII surrogate RC 30%,ZDT1,6,HV,0.9206112082769684
NSGAII surrogate RC 30%,ZDT1,7,EP,0.07761611952339538
NSGAII surrogate RC 30%,ZDT1,7,HV,0.9094046645287474
NSGAII surrogate RC 30%,ZDT1,8,EP,0.0673680237082987
NSGAII surrogate RC 30%,ZDT1,8,HV,0.9240145284064342
NSGAII surrogate RC 30%,ZDT1,9,EP,0.073607077453334
NSGAII surrogate RC 30%,ZDT1,9,HV,0.921720718849066
NSGAII surrogate RC 30%,ZDT1,0,Time,12.596820592880249
